publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2023p205307,earthquake,2023-03-17T23:07:59.029Z,2023-03-22T07:03:06.404Z,176.735199,-38.03536606,2.354612581,4.86362505,MLv,,LOCSAT,confirmed,manual,iasp91,35,28,15,0.05224053934,63.24911499,0.2299621667,0.1821428359
2023p205296,earthquake,2023-03-17T23:02:12.380Z,2023-03-17T23:06:37.837Z,176.6696472,-38.07050705,3.487596652,6.668823719,MLv,,LOCSAT,confirmed,manual,iasp91,23,17,37,0.06564103812,81.22247314,0.2268694365,0.2095667931
2023p205295,earthquake,2023-03-17T23:01:20.660Z,2023-03-17T23:03:13.693Z,176.7301178,-38.04723358,2.476206099,3.82400322,MLv,,LOCSAT,confirmed,manual,iasp91,30,22,20,0.05961430445,79.81485367,0.3259491976,0.1933094889
2023p205293,earthquake,2023-03-17T23:00:32.130Z,2023-03-21T16:15:18.830Z,176.6762238,-38.08226776,2.196224172,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,12,0.09719154239,111.5109406,0.2902152341,0.3022701626
2023p205282,earthquake,2023-03-17T22:54:39.412Z,2023-03-22T06:29:47.508Z,176.6698456,-38.10218811,1.913615,4.821402073,MLv,,LOCSAT,confirmed,manual,iasp91,25,17,12,0.0362784639,57.21399462,0.3460539772,0.1954334114
2023p205279,earthquake,2023-03-17T22:52:39.510Z,2023-03-17T22:55:38.978Z,176.7334747,-38.04577637,2.674837364,4.633752823,MLv,,LOCSAT,confirmed,manual,iasp91,33,26,25,0.04223741964,60.57082367,0.3433065443,0.1886535444
2023p205275,earthquake,2023-03-17T22:50:40.162Z,2023-03-17T22:55:38.984Z,176.7186127,-38.06832504,2.455484671,3.805096388,MLv,,LOCSAT,confirmed,manual,iasp91,23,17,20,0.04145433009,78.04466248,0.3650479108,0.2147037217
2023p205270,earthquake,2023-03-17T22:48:22.176Z,2023-03-17T22:53:00.943Z,176.7041168,-38.06646729,2.783175223,2.94644928,MLv,,LOCSAT,confirmed,manual,iasp91,48,37,31,0.01750287227,53.23338318,0.4678902004,0.2049786162
2023p205267,earthquake,2023-03-17T22:46:30.800Z,2023-03-17T22:52:08.433Z,176.7326355,-38.10446167,2.262095553,6.512907505,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,13,0.1278083771,96.65559387,0.7899950291,0.2224492023
2023p205264,earthquake,2023-03-17T22:44:50.769Z,2023-03-22T06:55:31.478Z,176.693512,-38.11122131,2.043229833,3.854133606,MLv,,LOCSAT,confirmed,manual,iasp91,25,17,6,0.03033306636,55.43648338,0.3221102354,0.2139247202
2023p205262,earthquake,2023-03-17T22:44:06.551Z,2023-03-22T06:44:10.824Z,176.6788635,-38.10792923,2.111302115,4.489770889,MLv,,LOCSAT,confirmed,manual,iasp91,23,15,7,0.03421095386,54.20977783,0.2042618847,0.2410475703
2023p205260,earthquake,2023-03-17T22:42:43.343Z,2023-03-22T05:57:11.347Z,176.6873016,-38.11494446,2.782099662,3.833767176,MLv,,LOCSAT,confirmed,manual,iasp91,33,24,7,0.03585427254,43.88928223,0.2980961183,0.1853427976
2023p205256,earthquake,2023-03-17T22:40:34.005Z,2023-03-20T02:55:05.095Z,176.6815948,-38.10529709,4.041352668,7.80541563,MLv,,LOCSAT,confirmed,manual,iasp91,45,32,18,0.03082833439,45.35080719,0.3392715067,0.1716037871
2023p205252,earthquake,2023-03-17T22:38:47.190Z,2023-03-20T02:45:32.963Z,176.6756439,-38.10067749,4.038462794,7.302465916,MLv,,LOCSAT,confirmed,manual,iasp91,54,38,24,0.03159664571,44.48901749,0.3936938703,0.1799018055
2023p205250,earthquake,2023-03-17T22:37:13.196Z,2023-03-17T22:39:19.427Z,176.7185669,-38.04499435,2.279873711,3.269917011,MLv,,LOCSAT,confirmed,manual,iasp91,23,20,21,0.06354576349,77.09630585,0.2717659726,0.1585260184
2023p205248,earthquake,2023-03-17T22:36:10.837Z,2023-03-17T22:38:53.901Z,176.6892242,-38.08144379,1.85377348,5.486448288,MLv,,LOCSAT,confirmed,manual,iasp91,14,10,3,0.01596859656,104.2401505,0.3749758758,0.1907816621
2023p205244,earthquake,2023-03-17T22:34:33.487Z,2023-03-17T22:38:14.233Z,176.6726074,-38.08752823,2.342656837,4.523799896,MLv,,LOCSAT,confirmed,manual,iasp91,16,11,14,0.05589476973,89.782341,0.3795868807,0.2506573538
2023p205234,earthquake,2023-03-17T22:28:52.856Z,2023-03-17T22:32:16.502Z,176.6757507,-38.08712006,3.805954651,4.712453842,MLv,,LOCSAT,confirmed,manual,iasp91,34,30,85,0.02670903876,51.06254578,0.2746944156,0.2034385925
2023p205226,earthquake,2023-03-17T22:24:56.193Z,2023-03-17T22:31:24.871Z,176.6575623,-38.08944702,1.985219623,4.855725288,MLv,,LOCSAT,confirmed,manual,iasp91,16,12,8,0.1052252054,88.74693298,0.3492804882,0.2827061176
2023p205216,earthquake,2023-03-17T22:19:32.470Z,2023-03-17T22:23:42.455Z,176.7320404,-38.05294418,2.389361074,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,35,25,19,0.05377750099,78.05239868,0.7170483636,0.1621278116
2023p205205,earthquake,2023-03-17T22:13:33.468Z,2023-03-17T22:19:08.618Z,176.6841125,-38.08688354,2.977604342,8.81065464,MLv,,LOCSAT,confirmed,manual,iasp91,20,13,13,0.04771563783,118.4379425,0.4728515962,0.4457536517
2023p205201,earthquake,2023-03-17T22:11:21.777Z,2023-03-17T22:13:58.370Z,176.6682739,-38.1063385,2.171898258,6.498051167,MLv,,LOCSAT,confirmed,manual,iasp91,21,16,18,0.03957852721,53.14587402,0.3512766151,0.1732570074
2023p205197,earthquake,2023-03-17T22:09:15.401Z,2023-03-17T22:15:19.355Z,176.6694794,-38.08798218,2.040706139,2.874273539,MLv,,LOCSAT,confirmed,manual,iasp91,24,17,5,0.03172897547,74.07449341,0.711331421,0.2565612924
2023p205195,earthquake,2023-03-17T22:08:21.959Z,2023-03-17T22:11:41.937Z,176.6578217,-38.11416245,1.973629128,3.09965992,MLv,,LOCSAT,confirmed,manual,iasp91,22,15,9,0.05084330961,63.05322266,0.3946094584,0.1669850438
2023p205193,earthquake,2023-03-17T22:07:08.448Z,2023-03-17T22:10:43.002Z,176.7238007,-38.06998062,2.012769483,3.287071228,MLv,,LOCSAT,confirmed,manual,iasp91,21,16,7,0.01771262847,94.36825562,0.3415883196,0.2947973178
2023p205187,earthquake,2023-03-17T22:03:53.369Z,2023-03-21T16:12:06.364Z,176.7281647,-38.05391693,1.959721688,4.08561182,MLv,,LOCSAT,confirmed,manual,iasp91,27,20,11,0.03309296817,102.2314758,0.2222441793,0.2094792071
2023p205181,earthquake,2023-03-17T22:00:53.301Z,2023-03-17T22:05:30.057Z,176.6815948,-38.0857811,2.370714258,3.233082533,MLv,,LOCSAT,confirmed,manual,iasp91,38,31,18,0.02197083458,72.17700958,0.597274356,0.2452870084
2023p205174,earthquake,2023-03-17T21:57:01.758Z,2023-03-17T22:00:12.618Z,176.7240295,-38.06938934,2.704705585,3.787398815,MLv,,LOCSAT,confirmed,manual,iasp91,17,13,21,0.03895622119,67.78325272,0.26198873,0.2249262599
2023p205171,earthquake,2023-03-17T21:55:31.185Z,2023-03-17T21:57:43.096Z,176.7298126,-38.0585289,2.933309695,4.732343674,MLv,,LOCSAT,confirmed,manual,iasp91,24,21,27,0.0297431089,70.07533646,0.3156107122,0.142164143
2023p205169,earthquake,2023-03-17T21:54:16.870Z,2023-03-17T21:57:36.965Z,176.6738586,-38.09828949,2.293137487,8.130434036,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,13,0.0522425659,108.4509811,0.3660719138,0.2185655372
2023p205162,earthquake,2023-03-17T21:50:42.050Z,2023-03-17T21:55:27.954Z,176.7327576,-38.02877045,2.214089079,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,27,22,12,0.05770977959,88.79957581,0.543662304,0.1814995371
2023p205155,earthquake,2023-03-17T21:46:56.374Z,2023-03-17T21:49:53.916Z,176.7186127,-38.0673027,2.047501185,3.98081398,MLv,,LOCSAT,confirmed,manual,iasp91,23,17,12,0.01777995937,78.04317856,0.4799375337,0.3118824718
2023p205152,earthquake,2023-03-17T21:45:30.435Z,2023-03-17T21:49:02.001Z,176.7283936,-38.05617142,2.005314329,3.02438426,MLv,,LOCSAT,confirmed,manual,iasp91,15,11,7,0.03118647262,154.8542862,0.2754264016,0.2261896124
2023p205148,earthquake,2023-03-17T21:43:00.598Z,2023-03-17T21:45:59.375Z,176.6889191,-38.1006279,2.30969061,5.874825001,MLv,,LOCSAT,confirmed,manual,iasp91,25,17,10,0.02345702052,53.86587524,0.2505009746,0.3822872706
2023p205144,earthquake,2023-03-17T21:40:59.680Z,2023-03-21T14:59:00.490Z,176.7118225,-38.04573441,2.687307134,4.398843765,MLv,,LOCSAT,confirmed,manual,iasp91,26,23,25,0.06442064792,58.03696823,0.3779522833,0.2094204572
2023p205143,earthquake,2023-03-17T21:40:24.934Z,2023-03-17T21:44:00.109Z,176.7362518,-38.0405159,2.287289818,4.167994499,MLv,,LOCSAT,confirmed,manual,iasp91,25,21,18,0.04791514948,81.95149994,0.4924082128,0.2061886639
2023p205142,earthquake,2023-03-17T21:39:54.561Z,2023-03-17T21:42:57.227Z,176.7310944,-38.06547165,1.865596412,4.752473354,MLv,,LOCSAT,preliminary,manual,iasp91,8,6,2,0.04147135094,156.6410828,0.05866861911,0.3677986604
2023p205131,earthquake,2023-03-17T21:34:18.935Z,2023-03-17T21:41:40.888Z,176.7319183,-38.05559158,3.46190643,2.462762833,MLv,,LOCSAT,confirmed,manual,iasp91,21,15,44,0.05116086081,76.62627029,0.2434902583,0.1940282802
2023p205128,earthquake,2023-03-17T21:32:27.078Z,2023-03-17T21:51:50.473Z,176.714325,-38.05036163,2.731973338,4.050799847,MLv,,LOCSAT,confirmed,manual,iasp91,45,37,27,0.05940654501,72.34531021,0.6198635155,0.1946711222
2023p205127,earthquake,2023-03-17T21:31:57.641Z,2023-03-17T22:07:26.913Z,176.7334747,-38.05354309,2.147764474,4.053760052,MLv,,LOCSAT,confirmed,manual,iasp91,13,10,5,0.05307368189,104.7341843,0.2546746827,0.1374623762
2023p205124,earthquake,2023-03-17T21:30:08.370Z,2023-03-17T22:26:41.670Z,176.6380005,-38.08455658,2.10585962,4.299039364,MLv,,LOCSAT,confirmed,manual,iasp91,29,22,14,0.05626470596,52.68954468,0.6975141218,0.2741260776
2023p205121,not locatable,2023-03-17T21:28:43.178Z,2023-03-17T21:41:16.249Z,176.6784977,-37.95959483,2.195686764,5.234375,M,,NonLinLoc,,automatic,nz3drx,20,20,13,0.02748994183,116.343092,1.427434581,0
2023p205113,earthquake,2023-03-17T21:24:34.840Z,2023-03-17T21:28:42.441Z,176.7166595,-38.03473663,2.528268661,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,37,31,22,0.05976424366,61.03969574,0.6401970829,0.1479235504
2023p205111,earthquake,2023-03-17T21:23:21.282Z,2023-03-21T14:54:00.856Z,176.6673126,-38.10380936,2.189188053,3.03603816,MLv,,LOCSAT,confirmed,manual,iasp91,23,16,10,0.03882608935,77.51294708,0.3964644168,0.2481275743
2023p205109,earthquake,2023-03-17T21:22:12.195Z,2023-03-17T21:25:04.217Z,176.8303528,-38.0794754,2.018296462,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,7,0.2848027945,157.9568558,0.5648383052,0.2406438311
2023p205095,earthquake,2023-03-17T21:15:16.718Z,2023-03-17T21:21:27.497Z,176.6434479,-38.07838058,3.284594542,4.666490078,MLv,,LOCSAT,confirmed,manual,iasp91,50,40,43,0.05221093446,67.61067009,0.6893754437,0.2114986944
2023p205092,not locatable,2023-03-17T21:13:17.819Z,2023-03-21T11:31:43.311Z,176.7195184,-38.06711125,2.709686184,5.1171875,MLv,,NonLinLoc,,automatic,nz3drx,53,53,37,0.04339246612,66.9348903,1.205117472,0.1924525011
2023p205090,earthquake,2023-03-17T21:12:28.099Z,2023-03-17T21:15:58.788Z,176.7070465,-38.07536697,2.163481412,4.314452648,MLv,,LOCSAT,confirmed,manual,iasp91,25,18,12,0.008325295523,85.59580994,0.2160702872,0.251552614
2023p205087,earthquake,2023-03-17T21:10:48.677Z,2023-03-17T21:13:36.701Z,176.7343445,-38.04850769,2.565187696,4.596364975,MLv,,LOCSAT,confirmed,manual,iasp91,25,20,28,0.04015745968,80.72988892,0.4512456594,0.1549666453
2023p205083,earthquake,2023-03-17T21:08:42.487Z,2023-03-21T11:26:09.493Z,176.7165222,-38.04220963,2.287792016,3.943322897,MLv,,LOCSAT,confirmed,manual,iasp91,29,23,15,0.04163149372,83.27379608,0.5030698326,0.1752148286
2023p205080,earthquake,2023-03-17T21:06:55.866Z,2023-03-17T21:10:37.259Z,176.6638489,-38.07500076,2.312735888,4.222661018,MLv,,LOCSAT,confirmed,manual,iasp91,24,16,8,0.03685387969,91.0825882,0.3532891641,0.2282745328
2023p205078,earthquake,2023-03-17T21:05:46.972Z,2023-03-17T21:08:25.476Z,176.723175,-38.05272293,2.250194293,4.174714088,MLv,,LOCSAT,confirmed,manual,iasp91,15,11,2,0.03263720125,143.648262,0.5144208909,0.2823261892
2023p205072,earthquake,2023-03-17T21:02:25.615Z,2023-03-20T16:17:48.448Z,176.686142,-38.03054428,3.115363024,8.827037811,MLv,,LOCSAT,confirmed,manual,iasp91,35,31,48,0.04643349349,57.24118423,0.7682253799,0.2341243555
2023p205068,earthquake,2023-03-17T21:00:30.116Z,2023-03-17T21:05:06.670Z,176.7479706,-38.07077026,2.747029299,3.944451571,MLv,,LOCSAT,confirmed,manual,iasp91,31,28,34,0.03633436188,56.43625641,0.2797252386,0.1920117579
2023p205066,earthquake,2023-03-17T20:59:20.745Z,2023-03-20T16:07:15.175Z,176.7198486,-38.04510117,2.693428563,4.404047489,MLv,,LOCSAT,confirmed,manual,iasp91,30,22,24,0.03924655914,59.1643219,0.4688543377,0.1937172272
2023p205059,earthquake,2023-03-17T20:55:46.923Z,2023-03-17T21:12:32.822Z,176.7180786,-38.04869843,3.386610302,3.687541723,MLv,,LOCSAT,confirmed,manual,iasp91,38,24,5,0.03544548899,79.3002243,0.3799061565,0.1832260732
2023p205056,earthquake,2023-03-17T20:54:11.273Z,2023-03-20T02:37:03.761Z,176.717453,-38.04978943,3.932961698,5.633111477,MLv,,LOCSAT,confirmed,manual,iasp91,56,39,21,0.03428174928,57.89212418,0.3298179555,0.1557340889
2023p205054,earthquake,2023-03-17T20:52:49.319Z,2023-03-19T22:52:40.393Z,176.7281036,-38.05085373,2.333181908,2.798755884,MLv,,LOCSAT,confirmed,manual,iasp91,23,19,19,0.03583033383,97.54283905,0.3080151918,0.1967854052
2023p205050,earthquake,2023-03-17T20:51:01.309Z,2023-03-17T22:29:21.906Z,176.7048492,-38.07227325,2.494855447,3.432492733,MLv,,LOCSAT,confirmed,manual,iasp91,39,30,18,0.01175793447,52.32271957,0.3487431217,0.252052488
2023p205048,earthquake,2023-03-17T20:50:13.822Z,2023-03-20T15:49:23.146Z,176.6579437,-38.09430313,2.370237488,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,33,29,22,0.04192212224,62.64378691,0.6639939888,0.2577350569
2023p205043,earthquake,2023-03-17T20:47:02.249Z,2023-03-20T15:44:53.309Z,176.6748199,-38.08782196,2.985256034,4.336974621,MLv,,LOCSAT,confirmed,manual,iasp91,31,24,38,0.02753756009,69.68601227,0.3128465891,0.2086215487
2023p205039,earthquake,2023-03-17T20:45:11.227Z,2023-03-17T20:52:23.596Z,176.7323151,-38.06560898,2.68119231,2.45425272,MLv,,LOCSAT,confirmed,manual,iasp91,40,35,29,0.02549141273,71.99906921,0.3985246868,0.1555000495
2023p205037,earthquake,2023-03-17T20:43:52.461Z,2023-03-17T22:34:06.133Z,176.7150726,-38.03600693,2.697410986,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,43,36,25,0.04764991254,60.53801346,0.6814271399,0.1719370064
2023p205033,earthquake,2023-03-17T20:41:47.563Z,2023-03-20T15:39:08.679Z,176.6801605,-38.07938004,2.048734926,4.401408195,MLv,,LOCSAT,confirmed,manual,iasp91,10,8,7,0.02335467562,128.3739929,0.342759561,0.1768778548
2023p205030,earthquake,2023-03-17T20:40:19.654Z,2023-03-20T15:24:07.791Z,176.7582245,-37.99368668,2.383574135,11.84128475,MLv,,LOCSAT,confirmed,manual,iasp91,21,16,17,0.0665737465,85.14225769,0.5130939573,0.1922657454
2023p205027,earthquake,2023-03-17T20:39:09.550Z,2023-03-17T20:46:07.823Z,176.7549438,-38.0504303,2.207038832,5.251446724,M,,LOCSAT,preliminary,manual,iasp91,17,15,13,0.05733705685,108.0409393,0.6806227481,0
2023p205017,earthquake,2023-03-17T20:33:04.115Z,2023-03-21T16:05:52.013Z,176.7285461,-38.06721878,2.106129707,3.978397608,MLv,,LOCSAT,confirmed,manual,iasp91,22,18,6,0.02226363681,140.5562668,0.395262828,0.2705587494
2023p205015,earthquake,2023-03-17T20:32:21.983Z,2023-03-17T20:36:00.680Z,176.7191772,-38.06967545,2.083603713,1.569614172,M,,LOCSAT,preliminary,manual,iasp91,23,21,13,0.04003964737,66.0417366,0.5120483521,0
2023p205013,earthquake,2023-03-17T20:31:18.462Z,2023-03-20T15:19:20.204Z,176.6639862,-38.07781982,2.117535163,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,22,20,9,0.03620042652,90.62181044,0.8742122627,0.3126116128
2023p205010,earthquake,2023-03-17T20:29:27.759Z,2023-03-20T15:06:29.913Z,176.7005005,-38.05796051,2.641671817,3.987951994,MLv,,LOCSAT,confirmed,manual,iasp91,26,20,28,0.0264392551,66.05191422,0.5847417141,0.200702896
2023p205001,earthquake,2023-03-17T20:25:14.649Z,2023-03-17T20:35:05.719Z,176.6459656,-38.10527039,3.347147249,3.22448349,MLv,,LOCSAT,confirmed,manual,iasp91,58,44,61,0.05447961017,55.82302666,0.6705684255,0.2808721924
2023p204997,earthquake,2023-03-17T20:22:49.117Z,2023-03-20T14:59:24.713Z,176.7154694,-38.05721664,2.854617869,2.882918835,MLv,,LOCSAT,confirmed,manual,iasp91,31,26,27,0.02670488134,81.28717804,0.4633030955,0.1738349253
2023p204996,earthquake,2023-03-17T20:22:02.453Z,2023-03-17T20:29:16.979Z,176.6942749,-38.07521439,2.136502722,3.779088497,MLv,,LOCSAT,confirmed,manual,iasp91,21,14,9,0.01445952058,121.4720154,0.4878938121,0.3495037274
2023p204993,earthquake,2023-03-17T20:20:33.554Z,2023-03-20T14:54:34.835Z,176.7333527,-38.04499435,2.058029824,4.073326588,MLv,,LOCSAT,confirmed,manual,iasp91,20,14,5,0.06158844754,106.3615189,0.4090463804,0.3571423602
2023p204989,earthquake,2023-03-17T20:18:21.387Z,2023-03-20T14:47:05.404Z,176.7242737,-38.06040573,2.591502051,4.539940357,MLv,,LOCSAT,confirmed,manual,iasp91,32,23,24,0.02592613921,56.48339462,0.3570192362,0.1631291121
2023p204987,earthquake,2023-03-17T20:17:09.004Z,2023-03-17T20:19:38.828Z,176.7023163,-38.07310867,2.437116711,5,M,operator assigned,LOCSAT,preliminary,manual,iasp91,13,10,8,0.04428806528,126.0035095,0.4867535531,0
2023p204984,earthquake,2023-03-17T20:15:56.628Z,2023-03-20T14:39:26.593Z,176.7113953,-38.07310867,2.528260191,4.540585518,MLv,,LOCSAT,confirmed,manual,iasp91,22,19,24,0.01052161958,138.9013138,0.1945602839,0.1773307385
2023p204981,earthquake,2023-03-17T20:14:13.003Z,2023-03-20T14:35:00.659Z,176.7195587,-38.06907654,2.690506388,4.478667259,MLv,,LOCSAT,confirmed,manual,iasp91,34,26,22,0.01653713733,66.3982811,0.3942480443,0.1790958027
2023p204978,earthquake,2023-03-17T20:12:39.497Z,2023-03-17T20:15:07.071Z,176.7030182,-38.0573616,3.161143749,3.993228197,MLv,,LOCSAT,preliminary,manual,iasp91,42,37,19,0.05679084361,64.13661194,0.7640908257,0.1952705276
2023p204977,earthquake,2023-03-17T20:11:55.243Z,2023-03-17T20:13:54.716Z,176.7215424,-38.06607819,2.934323001,2.013053417,MLv,,LOCSAT,preliminary,manual,iasp91,46,40,42,0.0427146554,68.25799179,0.5024584226,0.2112070043
2023p204973,earthquake,2023-03-17T20:10:07.570Z,2023-03-17T20:12:27.861Z,176.7731476,-38.04389954,2.334677582,5,MLv,operator assigned,LOCSAT,preliminary,manual,iasp91,8,7,7,0.06798686087,169.0996704,0.2455968834,0.2665197449
2023p204970,earthquake,2023-03-17T20:08:09.250Z,2023-03-17T20:10:40.110Z,176.710556,-38.07534027,2.325472525,5,MLv,operator assigned,LOCSAT,preliminary,manual,iasp91,32,30,15,0.03848441318,87.15550232,0.6615097272,0.2680629651
2023p204966,not locatable,2023-03-17T20:06:16.313Z,2023-03-20T14:29:06.993Z,176.6597119,-38.07817797,2.349354188,17.65625,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.06819832161,80.55031346,1.601083913,0
2023p204960,earthquake,2023-03-17T20:03:08.854Z,2023-03-20T14:23:13.319Z,176.7352142,-38.06264877,3.726785674,5.548353195,MLv,,LOCSAT,confirmed,manual,iasp91,29,23,4,0.02919971012,97.32650757,0.4338925598,0.2476938386
2023p204959,earthquake,2023-03-17T20:02:25.619Z,2023-03-20T14:17:43.176Z,176.7238312,-38.05638885,3.475801977,4.897409439,MLv,,LOCSAT,confirmed,manual,iasp91,35,29,36,0.02941371873,57.2481308,0.4119722856,0.2438858826
2023p204957,earthquake,2023-03-17T20:01:26.428Z,2023-03-20T13:14:57.940Z,176.7397461,-38.07608414,3.27962252,3.49076438,MLv,,LOCSAT,confirmed,manual,iasp91,24,19,5,0.02515398711,81.87498474,0.4422662237,0.1754943589
2023p204951,earthquake,2023-03-17T19:58:07.209Z,2023-03-20T02:26:36.504Z,176.709198,-38.05813217,4.815444277,4.78091383,MLv,,LOCSAT,confirmed,manual,iasp91,54,41,31,0.02534175478,55.29795074,0.3992658523,0.2023779072
2023p204947,earthquake,2023-03-17T19:56:08.783Z,2023-03-17T19:59:03.385Z,176.7238159,-38.04372025,2.90460027,4.611176968,MLv,,LOCSAT,confirmed,manual,iasp91,30,23,41,0.0413515158,59.94158936,0.464582845,0.1890788694
2023p204941,earthquake,2023-03-17T19:52:40.640Z,2023-03-20T13:12:01.487Z,176.6964569,-38.06602097,2.220862938,10.66278458,M,,LOCSAT,confirmed,manual,iasp91,11,10,16,0.02018963173,132.679512,0.3987650563,0
2023p204928,earthquake,2023-03-17T19:46:00.936Z,2023-03-17T19:50:05.781Z,176.6957855,-38.06151199,2.485034552,2.475515604,MLv,,LOCSAT,confirmed,manual,iasp91,38,31,24,0.02441626973,76.82059479,0.4988474138,0.2043877343
2023p204919,earthquake,2023-03-17T19:41:06.524Z,2023-03-17T19:44:41.995Z,176.7202301,-38.05558395,2.653965754,4.247281551,MLv,,LOCSAT,confirmed,manual,iasp91,29,23,18,0.02919206209,57.02587128,0.3848270156,0.1978645379
2023p204918,earthquake,2023-03-17T19:40:41.683Z,2023-03-17T19:48:02.922Z,176.7299194,-38.08053207,2.73162233,2.461129665,MLv,,LOCSAT,confirmed,manual,iasp91,18,13,19,0.02695853263,65.41400146,0.3426171459,0.1435140064
2023p204916,earthquake,2023-03-17T19:39:33.025Z,2023-03-17T19:42:44.816Z,176.7212372,-38.04106522,1.977157123,3.942055941,MLv,,LOCSAT,confirmed,manual,iasp91,20,15,8,0.04341734946,104.880867,0.3928899465,0.2576360546
2023p204913,earthquake,2023-03-17T19:37:46.112Z,2023-03-17T19:40:32.585Z,176.7110138,-38.07567978,2.087976397,8.731385231,MLv,,LOCSAT,confirmed,manual,iasp91,17,13,7,0.0079401033,129.6668777,0.3691511358,0.2100836637
2023p204905,earthquake,2023-03-17T19:33:53.624Z,2023-03-17T19:36:18.080Z,176.7225494,-38.0657196,2.962973129,4.740139961,MLv,,LOCSAT,confirmed,manual,iasp91,20,16,36,0.02061954327,75.09729385,0.2551392556,0.1988372648
2023p204899,earthquake,2023-03-17T19:30:24.010Z,2023-03-17T19:34:12.928Z,176.707901,-38.07346344,2.533848895,3.758105755,MLv,,LOCSAT,confirmed,manual,iasp91,22,17,10,0.01009502262,78.09963989,0.2887203032,0.3171919715
2023p204895,earthquake,2023-03-17T19:28:33.808Z,2023-03-20T13:08:04.174Z,176.721756,-38.05321121,2.120479869,4.951572418,MLv,,LOCSAT,confirmed,manual,iasp91,25,19,13,0.03181439266,99.47029877,0.3951486282,0.1823907619
2023p204892,earthquake,2023-03-17T19:26:51.601Z,2023-03-17T19:30:09.254Z,176.6413574,-38.08507156,2.585774878,4.566748619,MLv,,LOCSAT,confirmed,manual,iasp91,36,29,9,0.05362842977,55.59218979,0.5481988092,0.2473577221
2023p204891,earthquake,2023-03-17T19:26:01.238Z,2023-03-17T19:28:11.464Z,176.7085571,-38.06174469,2.586489801,3.616784811,MLv,,LOCSAT,confirmed,manual,iasp91,21,18,11,0.02174271271,56.50530243,0.4022667972,0.1875155577
2023p204887,earthquake,2023-03-17T19:24:07.092Z,2023-03-17T19:28:44.541Z,176.6817932,-38.08705521,3.319935025,5.967498302,MLv,,LOCSAT,confirmed,manual,iasp91,18,11,33,0.0493221283,90.4985199,0.3250778736,0.214306143
2023p204883,earthquake,2023-03-17T19:21:55.194Z,2023-03-17T19:26:16.647Z,176.7012024,-38.04698563,2.198490212,3.766825438,MLv,,LOCSAT,confirmed,manual,iasp91,37,26,12,0.0370244123,67.31747055,0.5633660541,0.2479985547
2023p204880,earthquake,2023-03-17T19:20:22.461Z,2023-03-17T19:39:24.442Z,176.6674652,-38.0970192,2.388961386,2.645107031,MLv,,LOCSAT,confirmed,manual,iasp91,32,27,18,0.05742534995,66.31394815,0.4788782716,0.2749205315
2023p204876,earthquake,2023-03-17T19:18:22.255Z,2023-03-20T12:56:30.724Z,176.6811829,-38.08081055,2.035247235,9.639582634,MLv,,LOCSAT,confirmed,manual,iasp91,13,11,10,0.095866099,120.9401779,0.1655091111,0.2828767279
2023p204872,earthquake,2023-03-17T19:16:32.034Z,2023-03-17T19:19:18.286Z,176.6678467,-38.08507156,1.877284434,3.320194483,MLv,,LOCSAT,confirmed,manual,iasp91,22,17,9,0.1001295671,113.5098684,0.2367684714,0.2749068875
2023p204870,earthquake,2023-03-17T19:15:10.407Z,2023-03-17T19:20:30.612Z,176.7118073,-38.04436874,1.844607229,4.43258667,MLv,,LOCSAT,confirmed,manual,iasp91,17,13,5,0.03913309425,97.85896301,0.2929726436,0.430885715
2023p204866,earthquake,2023-03-17T19:12:42.089Z,2023-03-20T12:52:58.935Z,176.6720886,-38.11397552,2.675014697,6.998185635,MLv,,LOCSAT,confirmed,manual,iasp91,32,22,30,0.0422639288,43.07743776,0.3048150945,0.2271209993
2023p204850,earthquake,2023-03-17T19:04:35.695Z,2023-03-20T12:47:19.489Z,176.6911774,-38.06528854,1.959664276,8.206310272,MLv,,LOCSAT,confirmed,manual,iasp91,14,12,10,0.02313999645,129.6881485,0.2701698605,0.2384901797
2023p204844,earthquake,2023-03-17T19:00:54.904Z,2023-03-17T19:04:01.656Z,176.7093811,-38.05434799,2.703682758,4.526191235,MLv,,LOCSAT,confirmed,manual,iasp91,22,19,28,0.0291197449,56.03422928,0.3106437076,0.1626724617
